ride_id,driver_name,pickup_lat,pickup_lon,drop_lat,drop_lon,geohash,departure_hour,available_seats,fare_per_seat
R005732,Sai,22.515252,88.312766,22.704266,88.36699,tunb1d,22,0,67
R005733,Panini,22.57493,88.403091,22.600639,88.437258,tunb7t,8,4,67
R005734,Yashawini,22.605155,88.407066,22.591543,88.376823,tunbeg,14,0,134
R005735,Ekaja,22.574657,88.322639,22.559691,88.275397,tunb3v,12,0,113
R005736,Chandresh,22.616779,88.456395,22.63164,88.459647,tunbsv,22,3,74
R005737,Abeer,22.693133,88.411923,22.578035,88.388974,tunc5g,9,4,64
R005738,Sneha,22.697097,88.366327,22.475507,88.353785,tunc4g,6,3,52
R005739,Agastya,22.515614,88.289248,22.605578,88.387672,tunb14,13,4,107
R005740,Daksha,22.652924,88.428732,22.584556,88.317806,tunbu5,10,3,66
R005741,Chandran,22.584715,88.379209,22.614879,88.439306,tunb7p,21,2,74
R005742,Chanakya,22.56122,88.353537,22.519581,88.367317,tunb6e,8,2,114
R005743,Manthan,22.534782,88.368222,22.626914,88.399811,tunb4y,16,0,119
R005744,Saumya,22.578141,88.462695,22.569421,88.344105,tunbmn,22,1,138
R005745,Veer,22.663079,88.356378,22.638931,88.42367,tunbft,12,1,98
R005746,Ijaya,22.699923,88.392221,22.493035,88.318398,tunc5k,20,4,88
R005747,Qasim,22.515253,88.313164,22.597992,88.426029,tunb1d,15,4,50
R005748,Xiti,22.556411,88.331894,22.653471,88.350214,tunb64,19,0,49
R005749,Balveer,22.564534,88.414488,22.698073,88.378711,tunb7g,22,4,113
R005750,Vedant,22.421883,88.395761,22.476919,88.3427,tgyze3,21,1,136
R005751,Dhriti,22.583832,88.398101,22.602587,88.333214,tunb7x,14,4,116
R005752,Anthony,22.594757,88.329245,22.638201,88.469034,tunb9c,13,0,98
R005753,Divya,22.676021,88.386702,22.548759,88.280655,tunc52,6,4,77
R005754,Joshua,22.607353,88.360205,22.491663,88.395318,tunbde,21,3,101
R005755,Reyansh,22.556512,88.424447,22.63663,88.36544,tunbk4,14,3,145
R005756,Brinda,22.585485,88.355728,22.648867,88.399061,tunb6x,8,3,86
R005757,Urvashi,22.673397,88.382908,22.694421,88.413405,tunbgp,11,2,63
R005758,Gayathri,22.633577,88.383264,22.678739,88.387233,tunbg0,22,2,141
R005759,Abhiram,22.614652,88.369247,22.557881,88.349668,tunbdu,16,3,126
R005760,Advik,22.613124,88.376797,22.638432,88.430114,tunbeh,17,3,56
R005761,Nachiket,22.581714,88.458846,22.605836,88.465971,tunbky,20,0,145
R005762,Dalbir,22.421106,88.377822,22.464312,88.437348,tgyze1,20,4,146
R005763,Lekha,22.639232,88.451915,22.56577,88.292232,tunbuc,7,0,60
R005764,Fiyaz,22.617485,88.395787,22.5319,88.345725,tunbem,9,3,85
R005765,Warda,22.574616,88.455684,22.536,88.375777,tunbkv,7,2,87
R005766,Isha,22.563196,88.482624,22.573592,88.397048,tunbm7,18,4,51
R005767,Chanakya,22.602187,88.480175,22.601485,88.354898,tunbt6,20,1,123
R005768,Hemal,22.639087,88.425077,22.461818,88.36306,tunbu1,10,4,80
R005769,Gautam,22.628414,88.425036,22.458965,88.431712,tunbsp,20,4,98
R005770,Shivansh,22.439542,88.377418,22.618436,88.409516,tgyzeh,10,3,57
R005771,Triya,22.601649,88.466816,22.544057,88.449245,tunbt4,7,3,144
R005772,Mugdha,22.607013,88.401962,22.589821,88.396014,tunbee,18,2,143
R005773,Vihaan,22.521617,88.358546,22.675605,88.359861,tunb4e,18,2,86
R005774,Anay,22.557278,88.362293,22.51991,88.33062,tunb6d,21,2,130
R005775,Zarna,22.461548,88.377395,22.610207,88.497591,tgyzg1,15,4,122
R005776,Onkar,22.572404,88.424552,22.641362,88.371276,tunbkj,18,0,147
R005777,Vedhika,22.571186,88.478787,22.626964,88.442324,tunbmk,19,3,84
R005778,Alexander,22.545152,88.341497,22.605658,88.492038,tunb62,22,4,73
R005779,Vasatika,22.480635,88.426537,22.505222,88.416555,tgyzuh,8,4,111
R005780,Frederick,22.526528,88.338107,22.537206,88.333489,tunb4h,20,0,62
R005781,Urishilla,22.618289,88.45704,22.615389,88.349779,tunbsv,17,1,62
R005782,Barkha,22.592314,88.426745,22.511467,88.316809,tunbs0,7,0,122
R005783,Sarthak,22.617232,88.36583,22.621614,88.449911,tunbdv,13,0,46
R005784,Mugdha,22.586941,88.377975,22.690634,88.350153,tunb7p,17,0,108
R005785,Pranav,22.661685,88.409007,22.552987,88.405471,tunbgv,11,1,95
R005786,Rehaan,22.54678,88.324337,22.560571,88.413255,tunb3b,17,2,125
R005787,Nicholas,22.616975,88.371256,22.570802,88.437348,tunbdv,11,2,96
R005788,Jagat,22.607659,88.412566,22.438283,88.387298,tunbeg,9,4,89
R005789,Inaya,22.608602,88.405798,22.558828,88.267425,tunbee,14,1,53
R005790,Yuvraj,22.703066,88.390436,22.622154,88.421165,tunc5k,17,4,80
R005791,Adya,22.586058,88.321408,22.613054,88.433915,tunb3z,19,3,100
R005792,Baljiwan,22.588666,88.418767,22.699668,88.386502,tunbs0,10,1,72
R005793,Yashvi,22.562292,88.332239,22.479591,88.428683,tunb65,22,0,117
R005794,Turvi,22.594436,88.449051,22.591606,88.455199,tunbs9,17,4,140
R005795,Oni,22.602753,88.402381,22.684839,88.342717,tunbed,9,3,47
R005796,Lohit,22.632815,88.389961,22.449454,88.431383,tunbg2,8,2,98
R005797,Lila,22.568427,88.494436,22.509313,88.282936,tunbms,19,0,147
R005798,Tejas,22.516122,88.302327,22.541244,88.398037,tunb16,6,0,83
R005799,Darsh,22.53068,88.359842,22.619285,88.399987,tunb4t,19,4,149
R005800,Rudra,22.444794,88.402434,22.638997,88.470554,tgyzet,11,2,125
R005801,Arya,22.639669,88.376885,22.467838,88.426224,tunbg1,11,3,102
R005802,Ayush,22.613736,88.385261,22.600067,88.39644,tunbek,21,0,82
R005803,Jatin,22.483934,88.387436,22.575606,88.275576,tgyzgm,9,2,49
R005804,Hemangini,22.584855,88.419751,22.443077,88.387099,tunbkp,7,2,76
R005805,Oeshi,22.595136,88.45779,22.556138,88.471643,tunbsc,21,2,102
R005806,Chanchal,22.57386,88.486585,22.583894,88.298594,tunbmt,21,1,133
R005807,Jonathan,22.502368,88.292573,22.51913,88.361412,tunb10,18,4,83
R005808,Vyanjana,22.542531,88.397163,22.57167,88.29516,tunb5x,13,3,122
R005809,Aarav,22.628431,88.467653,22.632478,88.343453,tunbtp,19,0,103
R005810,Guneet,22.565369,88.421147,22.634442,88.423274,tunbk5,12,1,115
R005811,Zehaan,22.649109,88.439154,22.509002,88.344595,tunbu7,12,4,79
R005812,Omkaar,22.496332,88.319855,22.639558,88.470475,tgyzcz,7,2,43
R005813,Yatan,22.467841,88.352039,22.562593,88.376792,tgyzf6,15,2,135
R005814,Aadhya,22.589588,88.389077,22.628932,88.406646,tunbe2,17,4,131
R005815,Frado,22.516289,88.261869,22.502928,88.364936,tunb06,16,0,56
R005816,Hiral,22.566378,88.324995,22.639606,88.460187,tunb3u,17,0,108
R005817,Ekalinga,22.447513,88.384199,22.627538,88.437508,tgyzen,13,1,83
R005818,Arunima,22.523165,88.342927,22.60867,88.407017,tunb4k,21,0,101
R005819,Vamakshi,22.555474,88.385919,22.585404,88.445384,tunb76,12,0,99
R005820,Frado,22.618684,88.469038,22.592756,88.447043,tunbtj,11,4,48
R005821,Gagan,22.60985,88.388692,22.538323,88.290465,tunbe7,20,0,70
R005822,Qushi,22.580779,88.500443,22.507783,88.360371,tunbmy,15,0,136
R005823,Mitesh,22.451261,88.441196,22.553509,88.35018,tgyzsx,8,3,45
R005824,Panini,22.657444,88.326489,22.595042,88.431581,tunbcu,16,0,101
R005825,Manthan,22.553827,88.273511,22.502788,88.365864,tunb29,14,1,145
R005826,Bhavini,22.692462,88.400141,22.62004,88.44878,tunc5e,17,3,142
R005827,Aditya,22.427345,88.390031,22.556719,88.308935,tgyze6,11,1,84
R005828,Jagvi,22.50184,88.266502,22.591475,88.406521,tunb08,16,2,41
R005829,Ishwar,22.597021,88.473191,22.554723,88.33581,tunbt3,20,1,98
R005830,Chameli,22.605574,88.397711,22.582773,88.415074,tunbee,17,1,80
R005831,Amruta,22.555478,88.460705,22.521077,88.374231,tunbkf,22,2,118
R005832,Odika,22.605955,88.421691,22.611913,88.348755,tunbs5,10,4,86
R005833,Hamsini,22.468451,88.359125,22.540382,88.32723,tgyzfd,16,4,112
R005834,Gaurang,22.451814,88.365254,22.574119,88.440486,tgyzdz,20,2,85
R005835,Harita,22.580843,88.387173,22.592813,88.336586,tunb7q,13,0,128
R005836,Mitesh,22.450641,88.392096,22.659656,88.352287,tgyzer,15,1,89
R005837,Jyoti,22.609189,88.339174,22.62369,88.470692,tunbd5,11,0,107
R005838,Oviya,22.586972,88.442073,22.52607,88.38796,tunbkx,6,0,81
R005839,Sachi,22.433901,88.371757,22.52485,88.273939,tgyzdg,6,3,121
R005840,Ikshita,22.630017,88.45305,22.570692,88.421458,tunbsz,21,4,118
R005841,Triya,22.560069,88.468205,22.534274,88.332911,tunbm4,8,4,89
R005842,Diya,22.555216,88.355311,22.48728,88.285861,tunb6d,15,2,70
R005843,Zinal,22.518893,88.345766,22.451819,88.424797,tunb47,8,3,84
R005844,Bina,22.656711,88.430404,22.482631,88.436247,tunbuk,17,2,116
R005845,Nidra,22.516665,88.329535,22.573827,88.300084,tunb1g,15,2,96
R005846,Jagdish,22.64262,88.394143,22.421946,88.393078,tunbg3,21,0,72
R005847,Karan,22.572208,88.323625,22.553702,88.394372,tunb3v,6,2,91
R005848,Alka,22.596069,88.405524,22.518715,88.417128,tunbe9,14,2,60
R005849,Aahana,22.438241,88.424541,22.626608,88.463175,tgyzsh,7,3,77
R005850,Dipta,22.603834,88.379,22.582488,88.316214,tunbe4,10,4,91
R005851,Nicholas,22.507327,88.28689,22.526253,88.388995,tunb11,13,2,113
R005852,Indira,22.567906,88.300084,22.697593,88.353531,tunb3k,14,3,98
R005853,Saksham,22.529997,88.31408,22.592751,88.46058,tunb1t,8,1,150
R005854,Jasmit,22.495974,88.274251,22.501162,88.345059,tgyzbx,10,4,53
R005855,Gautami,22.601887,88.37783,22.460689,88.404583,tunbe4,18,1,112
R005856,Omya,22.642697,88.426757,22.6118,88.401779,tunbu1,16,3,121
R005857,Qabil,22.595944,88.33919,22.590807,88.382578,tunbd1,20,4,107
R005858,Zansi,22.573662,88.418585,22.550992,88.265934,tunbkj,21,1,61
R005859,Zaid,22.583867,88.45507,22.555892,88.34438,tunbkz,11,2,46
R005860,Andrew,22.544314,88.297699,22.564672,88.404778,tunb32,16,3,97
R005861,Abhiram,22.537083,88.380807,22.620617,88.439028,tunb5n,12,4,127
R005862,Brijesh,22.590865,88.446684,22.499401,88.319103,tunbs8,10,0,69
R005863,Sudiksha,22.624578,88.336329,22.642065,88.462262,tunbdn,11,2,68
R005864,Baghyawati,22.432828,88.379665,22.6613,88.390878,tgyze5,8,1,140
R005865,Qasim,22.577323,88.329727,22.646553,88.371596,tunb3y,17,2,73
R005866,Yuvraj,22.628811,88.374638,22.452536,88.368991,tunbep,8,3,120
R005867,Girindra,22.497991,88.424275,22.595142,88.452792,tgyzup,21,2,41
R005868,Chaaya,22.647816,88.416524,22.667374,88.423785,tunbgf,16,3,107
R005869,Chakrika,22.585476,88.424622,22.487684,88.314357,tunbkp,17,0,95
R005870,Azad,22.605444,88.371803,22.515107,88.386715,tunbdg,8,3,42
R005871,Ranbir,22.533394,88.271743,22.531452,88.284546,tunb0w,9,4,122
R005872,Chaman,22.62595,88.455643,22.587083,88.456904,tunbsy,20,1,117
R005873,Theodore,22.590546,88.460493,22.607369,88.368565,tunbsb,12,4,104
R005874,Samuel,22.42306,88.375806,22.630685,88.490979,tgyze1,7,0,146
R005875,Jairaj,22.541059,88.308709,22.624239,88.420895,tunb1x,6,0,135
R005876,Kavya,22.502892,88.347406,22.457768,88.431052,tunb42,13,3,104
R005877,Fitan,22.430353,88.396573,22.572337,88.323066,tgyzee,12,3,95
R005878,Harsh,22.663609,88.362027,22.681598,88.353656,tunbft,8,0,63
R005879,Ishani,22.584605,88.341363,22.587532,88.341431,tunb6r,6,3,81
R005880,Vedant,22.532786,88.35107,22.618942,88.401537,tunb4m,12,0,130
R005881,Reva,22.535581,88.395588,22.497261,88.40789,tunb5q,7,4,130
R005882,Yutika,22.697293,88.37924,22.48034,88.418166,tunc55,22,4,101
R005883,Patrick,22.5861,88.411459,22.428719,88.398393,tunb7z,8,1,116
R005884,Xavier,22.560851,88.429431,22.557535,88.40995,tunbk7,21,4,142
R005885,Tanay,22.647013,88.387351,22.458781,88.43424,tunbg6,22,3,82
R005886,Tanay,22.500941,88.27615,22.505972,88.395928,tunb0b,18,1,88
R005887,Wakeeta,22.625759,88.443397,22.571098,88.441604,tunbsw,9,1,44
R005888,Bhanumati,22.557368,88.402485,22.460744,88.441827,tunb7d,11,3,45
R005889,Yauvani,22.609013,88.38671,22.578155,88.41431,tunbe7,18,3,142
R005890,Geetika,22.653567,88.450873,22.552776,88.322445,tunbue,20,2,56
R005891,Yamini,22.557308,88.325961,22.621396,88.406726,tunb3f,12,3,136
R005892,Anirudh,22.614353,88.430315,22.495314,88.382211,tunbsk,16,2,132
R005893,Yashvi,22.673729,88.383899,22.479393,88.445318,tunbgp,22,1,119
R005894,Ekantika,22.461235,88.418562,22.487176,88.402882,tgyzu0,6,4,70
R005895,Girish,22.62509,88.401014,22.554203,88.331238,tunbew,22,1,137
R005896,Umang,22.619787,88.477741,22.492947,88.37076,tunbtm,9,0,134
R005897,Jonathan,22.459756,88.380279,22.451819,88.384376,tgyzg0,11,3,115
R005898,Vedhika,22.615662,88.366032,22.477904,88.380178,tunbdv,18,3,102
R005899,Ishani,22.588538,88.299438,22.628398,88.410003,tunb92,19,3,108
R005900,Damyanti,22.549347,88.263258,22.598098,88.340089,tunb22,12,1,42
R005901,Lakshit,22.506808,88.346555,22.586896,88.422208,tunb43,21,4,42
R005902,Vedhika,22.645173,88.442719,22.575221,88.466048,tunbud,12,2,46
R005903,Lakshmi,22.608193,88.364498,22.632488,88.483568,tunbdg,11,4,74
R005904,Bhavani,22.632636,88.427664,22.589067,88.327133,tunbu0,11,4,93
R005905,Tara,22.481545,88.404672,22.557893,88.41656,tgyzgs,16,3,135
R005906,Aayush,22.650134,88.326601,22.520231,88.388029,tunbcg,12,1,50
R005907,Bhavini,22.580028,88.432514,22.611804,88.392777,tunbkq,19,4,139
R005908,Lakshit,22.582208,88.467273,22.466631,88.365565,tunbmn,18,1,137
R005909,Mason,22.583343,88.383411,22.568967,88.432275,tunb7p,9,1,54
R005910,Harita,22.550871,88.433433,22.577574,88.314304,tunbk3,11,2,100
R005911,Samesh,22.453852,88.364225,22.574105,88.381154,tgyzdz,14,0,107
R005912,Umang,22.646042,88.38414,22.635445,88.409115,tunbg4,7,0,60
R005913,Sanya,22.601121,88.411463,22.456299,88.404301,tunbef,12,0,106
R005914,Jackson,22.508068,88.398267,22.612562,88.397021,tunb59,11,3,43
R005915,Gunbir,22.531165,88.332431,22.605197,88.480879,tunb4j,19,1,82
R005916,Zilmil,22.450459,88.421115,22.548899,88.360892,tgyzsn,8,4,137
R005917,Aditya,22.460796,88.413317,22.516725,88.338278,tgyzgb,22,4,66
R005918,Varsha,22.552142,88.475823,22.646127,88.330894,tunbm3,13,3,143
R005919,Qadim,22.536566,88.347598,22.585401,88.395678,tunb4q,17,3,80
R005920,Ranbir,22.618497,88.457924,22.449178,88.359281,tunbsv,14,0,136
R005921,Neelima,22.472616,88.385602,22.579457,88.459917,tgyzg7,7,2,73
R005922,Saumya,22.584574,88.31853,22.626615,88.465444,tunb3x,14,1,62
R005923,Jason,22.656255,88.3685,22.505836,88.298689,tunbfu,15,0,142
R005924,Yashodhara,22.560613,88.452051,22.551136,88.392826,tunbkg,12,1,111
R005925,Vivaan,22.436427,88.402157,22.483066,88.361314,tgyzes,21,4,81
R005926,Amol,22.621562,88.366461,22.537532,88.270654,tunbdy,21,1,122
R005927,Indira,22.646814,88.421308,22.50329,88.36838,tunbu4,16,1,77
R005928,Amara,22.512815,88.280565,22.58754,88.296787,tunb0f,7,4,102
R005929,Upasna,22.519083,88.346619,22.61662,88.408984,tunb47,20,4,111
R005930,Aayush,22.642867,88.358116,22.494504,88.314681,tunbfd,19,3,137
R005931,Ishita,22.599386,88.404172,22.586451,88.327532,tunbed,15,1,78
R005932,Balhaar,22.674446,88.354742,22.574591,88.464692,tunbfx,10,4,45
R005933,Tanveer,22.663272,88.328523,22.57921,88.410218,tunbcv,13,3,125
R005934,Rishi,22.703726,88.374614,22.596884,88.384639,tunc5j,8,0,105
R005935,Guneet,22.509819,88.411455,22.562611,88.289423,tunb5c,9,2,69
R005936,Pushti,22.551637,88.275103,22.571523,88.392671,tunb29,16,4,121
R005937,Daksh,22.569007,88.490874,22.615905,88.354227,tunbms,12,1,110
R005938,Unni,22.61071,88.441744,22.656503,88.326053,tunbss,9,1,111
R005939,Diya,22.483497,88.376711,22.68967,88.400042,tgyzgh,18,2,101
R005940,Xiti,22.559986,88.341526,22.57045,88.494521,tunb66,13,4,78
R005941,Kala,22.576636,88.392328,22.548494,88.390703,tunb7m,20,3,76
R005942,Pranit,22.570333,88.453297,22.570054,88.485037,tunbku,21,3,100
R005943,Daksha,22.58233,88.390012,22.638236,88.359966,tunb7q,10,0,55
R005944,Neelima,22.66365,88.373613,22.531467,88.345251,tunbfv,7,1,87
R005945,Vansha,22.648171,88.426469,22.520223,88.309209,tunbu4,10,4,114
R005946,Sai,22.589485,88.357306,22.576016,88.492195,tunbd8,15,4,132
R005947,Eshana,22.560073,88.321468,22.617482,88.434577,tunb3f,20,4,92
R005948,Bhavna,22.625797,88.422258,22.511048,88.348954,tunbsn,19,0,131
R005949,Lekha,22.541458,88.328387,22.625678,88.425258,tunb1z,19,2,83
R005950,Ridhi,22.639789,88.340703,22.427,88.37329,tunbf1,9,0,72
R005951,Om,22.604555,88.368066,22.557767,88.336517,tunbdg,11,0,54
R005952,Bakhshi,22.480355,88.445241,22.461369,88.405936,tgyzus,13,2,60
R005953,Dipta,22.501671,88.319901,22.6036,88.32677,tunb1b,11,4,148
R005954,Zayan,22.592248,88.488259,22.518045,88.273078,tunbt8,22,4,139
R005955,Ati,22.667969,88.377858,22.566243,88.362856,tunbgn,10,0,135
R005956,Ojasvi,22.681838,88.389054,22.660015,88.408638,tunc53,9,1,146
R005957,Dipta,22.606688,88.387546,22.496989,88.394477,tunbe7,8,4,114
R005958,Qarin,22.651006,88.333068,22.579719,88.500267,tunbf5,22,1,82
R005959,Aarush,22.591689,88.393829,22.611339,88.389684,tunbe2,19,4,119
R005960,Pranit,22.696398,88.349922,22.559596,88.363863,tunc47,22,1,137
R005961,Ekta,22.462029,88.416762,22.634191,88.463256,tgyzgc,8,1,100
R005962,Saksham,22.625961,88.418269,22.453846,88.407411,tunbsn,21,3,137
R005963,Patrick,22.487155,88.423007,22.610073,88.401509,tgyzuj,8,0,144
R005964,Gautami,22.638063,88.418778,22.630354,88.389193,tunbu1,15,0,132
R005965,Chakradhar,22.510824,88.360212,22.601449,88.379172,tunb49,10,2,130
R005966,Yug,22.578905,88.4654,22.585523,88.416547,tunbmn,22,1,76
R005967,Indira,22.592714,88.471261,22.61816,88.43259,tunbt0,18,3,78
R005968,Aahana,22.577759,88.413057,22.505405,88.40188,tunb7y,9,3,45
R005969,Hritik,22.549541,88.337708,22.615264,88.33533,tunb61,14,1,70
R005970,Nathan,22.619431,88.485792,22.624512,88.385083,tunbtt,21,2,140
R005971,Pranit,22.562099,88.340904,22.60183,88.385152,tunb65,17,1,114
R005972,Harita,22.494857,88.312633,22.435329,88.363538,tgyzcx,10,1,132
R005973,Jalsa,22.588125,88.351646,22.566494,88.375939,tunbd2,15,1,48
R005974,Gaurangi,22.648761,88.386939,22.491098,88.354655,tunbg7,10,0,140
R005975,Frado,22.555108,88.268295,22.564778,88.334515,tunb2d,11,4,55
R005976,Geetika,22.666396,88.396891,22.44671,88.417165,tunbgw,13,4,84
R005977,Azad,22.563269,88.446351,22.554114,88.331587,tunbke,18,4,144
R005978,Oscar,22.646917,88.453853,22.608755,88.373536,tunbuf,15,4,65
R005979,Anya,22.553893,88.33474,22.610123,88.455496,tunb61,12,3,112
R005980,Indrajit,22.550535,88.272114,22.557891,88.298597,tunb29,7,4,137
R005981,Jeevika,22.708772,88.370086,22.676156,88.347843,tunc4y,15,1,87
R005982,Chandresh,22.602072,88.473617,22.63543,88.429343,tunbt6,22,2,83
R005983,Charita,22.549552,88.369538,22.634484,88.441331,tunb6c,19,3,67
R005984,Ikbal,22.555075,88.445629,22.552344,88.258808,tunbkd,14,4,54
R005985,Ikbal,22.677009,88.408853,22.6607,88.36545,tunc5b,11,4,59
R005986,Timothy,22.453935,88.345671,22.633495,88.437191,tgyzdr,10,3,65
R005987,Vyanjana,22.646829,88.425115,22.547845,88.266701,tunbu4,7,2,76
R005988,Samuel,22.511449,88.309597,22.436178,88.352323,tunb1d,13,2,48
R005989,Qarin,22.500405,88.369489,22.606732,88.454689,tunb4b,14,3,134
R005990,Falak,22.572359,88.384035,22.603912,88.402277,tunb7j,6,3,53
R005991,Falguni,22.598576,88.405171,22.601434,88.441988,tunbe9,15,4,62
R005992,Yochana,22.588442,88.362241,22.575079,88.278682,tunbd8,11,3,47
R005993,Chakradev,22.576932,88.450071,22.667713,88.379635,tunbkw,21,1,77
R005994,Lakshit,22.490179,88.390629,22.504785,88.279878,tgyzgq,13,4,80
R005995,Gauri,22.577949,88.288719,22.560934,88.385354,tunb3n,9,3,110
R005996,Varsha,22.558614,88.36558,22.513205,88.355724,tunb6f,8,1,51
R005997,Harrison,22.423259,88.409788,22.593385,88.457641,tgyzef,12,3,127
R005998,Upasna,22.478084,88.362283,22.585721,88.287936,tgyzfs,14,0,93
R005999,Owen,22.614128,88.367811,22.636805,88.397916,tunbdu,12,1,55
R006000,Isaiah,22.445633,88.411137,22.50657,88.32729,tgyzey,11,0,69
R006001,Barkha,22.446865,88.410376,22.615078,88.462994,tgyzey,12,2,134
R006002,Quincy,22.659839,88.374402,22.543468,88.39249,tunbgj,20,0,90
R006003,Hemal,22.654778,88.366322,22.565968,88.444645,tunbfu,20,3,130
R006004,Jhalak,22.474329,88.351226,22.627398,88.461525,tgyzf7,16,0,120
R006005,Qushi,22.556824,88.423956,22.533921,88.361333,tunbk4,19,0,109
R006006,Sachi,22.647341,88.453913,22.699879,88.407672,tunbuf,18,1,116
R006007,Gavin,22.493522,88.365603,22.474153,88.382237,tgyzfy,15,0,110
R006008,Lipika,22.602339,88.481197,22.558158,88.340598,tunbt6,21,2,42
R006009,Tanveer,22.517013,88.338978,22.621833,88.465439,tunb45,13,2,60
R006010,Joshua,22.573657,88.342773,22.513626,88.341411,tunb6m,16,0,65
R006011,Yoshita,22.645209,88.410845,22.573213,88.436907,tunbgf,20,3,51
R006012,Raagini,22.539285,88.286133,22.569445,88.399225,tunb0z,21,3,79
R006013,Jeet,22.484037,88.43137,22.509051,88.311852,tgyzum,16,0,145
R006014,Adya,22.575894,88.478583,22.670213,88.334526,tunbmm,6,4,124
R006015,Yauvani,22.472877,88.387702,22.578012,88.401555,tgyzg7,10,1,131
R006016,Zinal,22.551402,88.279491,22.447435,88.438737,tunb2c,12,4,133
R006017,Hitesh,22.631404,88.354985,22.6115,88.421508,tunbdx,22,1,44
R006018,Yashodhara,22.574331,88.320712,22.563245,88.338595,tunb3v,22,2,120
R006019,Garima,22.64987,88.429794,22.578484,88.297059,tunbu7,16,4,50
R006020,Lipika,22.671376,88.42485,22.499089,88.430366,tunbup,18,2,55
R006021,Harita,22.549858,88.297876,22.571136,88.335369,tunb33,7,4,70
R006022,Hemani,22.614526,88.342803,22.505422,88.415514,tunbdk,17,3,99
R006023,Siya,22.45928,88.436985,22.573525,88.315457,tgyzu2,20,2,112
R006024,Chatresh,22.592885,88.440306,22.551665,88.373552,tunbs8,12,1,101
R006025,Abhiram,22.475873,88.443188,22.607,88.500126,tgyzue,11,1,54
R006026,Samuel,22.675958,88.369242,22.563303,88.390735,tunc4b,13,4,41
R006027,Jalsa,22.593469,88.389224,22.509032,88.415316,tunbe3,10,2,85
R006028,Isha,22.533557,88.255002,22.497475,88.368266,tunb0q,21,4,98
R006029,Gabriel,22.54134,88.321064,22.578028,88.407054,tunb1z,12,4,104
R006030,Pavani,22.678287,88.339363,22.640357,88.389924,tunc40,14,2,64
R006031,Abhiram,22.592209,88.318495,22.619864,88.417409,tunb98,17,3,123
R006032,Lucky,22.606082,88.454911,22.491876,88.374091,tunbsg,7,4,42
R006033,Mitesh,22.546153,88.402563,22.608234,88.361522,tunb78,17,4,132
R006034,Deepa,22.558771,88.321851,22.615814,88.40939,tunb3f,12,4,146
R006035,Edhitha,22.652479,88.393604,22.498205,88.355944,tunbg7,22,3,113
R006036,Avni,22.582122,88.497525,22.599708,88.331681,tunbmy,14,0,147
R006037,Unni,22.601204,88.451165,22.557342,88.377612,tunbsf,13,1,120
R006038,Prisha,22.522519,88.386191,22.653614,88.418817,tunb5k,16,1,122
R006039,Pallavi,22.419474,88.383283,22.633034,88.453861,tgyze1,9,3,111
R006040,Kritika,22.623745,88.347765,22.473751,88.442233,tunbdq,13,1,111
R006041,Keya,22.587966,88.396446,22.583945,88.418281,tunbe8,20,3,142
R006042,Sara,22.666999,88.38041,22.642699,88.405607,tunbgn,16,3,73
R006043,Yatin,22.611259,88.329127,22.468031,88.403969,tunb9u,15,2,47
R006044,Jacob,22.595351,88.478141,22.50896,88.329728,tunbt3,16,1,85
R006045,Dayita,22.605374,88.435562,22.580845,88.368402,tunbs7,15,1,99
R006046,Nihal,22.441034,88.365329,22.602378,88.405144,tgyzdv,11,0,132
R006047,Nathaniel,22.53525,88.263944,22.587207,88.479505,tunb0q,14,4,149
R006048,Baghyawati,22.645983,88.440669,22.670309,88.330561,tunbud,17,1,91
R006049,Dhriti,22.512194,88.409284,22.595498,88.401042,tunb5f,10,1,133
R006050,Peter,22.581421,88.407582,22.605436,88.463315,tunb7y,6,1,132
R006051,Keya,22.560322,88.341097,22.696278,88.410088,tunb66,15,0,112
R006052,Chandran,22.646137,88.409662,22.618532,88.396601,tunbgf,16,4,133
R006053,Farhan,22.634505,88.455458,22.637975,88.378881,tunbub,16,2,62
R006054,Gaurangi,22.614539,88.448322,22.594799,88.454305,tunbss,6,0,75
R006055,Yutika,22.517187,88.27267,22.452754,88.37019,tunb0e,13,1,78
R006056,Teerth,22.543463,88.277492,22.556883,88.333005,tunb0z,18,0,129
R006057,Kevin,22.566791,88.339945,22.563419,88.410182,tunb6h,17,4,48
R006058,Chandresh,22.612481,88.465228,22.575535,88.498186,tunbth,13,0,71
R006059,Rudra,22.641868,88.414388,22.598958,88.408551,tunbgc,13,3,73
R006060,Gaurav,22.574783,88.389289,22.582467,88.455198,tunb7m,12,3,80
R006061,Advaith,22.512457,88.284231,22.60449,88.335371,tunb0f,7,1,132
R006062,Lipika,22.664302,88.417947,22.521628,88.347784,tunbgv,10,4,144
R006063,Shravya,22.589605,88.396601,22.65915,88.325539,tunbe8,11,4,123
R006064,Warjas,22.485264,88.37136,22.598107,88.37652,tgyzfv,19,4,146
R006065,Raksha,22.639924,88.465559,22.638774,88.455408,tunbv1,11,4,125
R006066,Indira,22.616183,88.352129,22.569459,88.373265,tunbdt,11,2,65
R006067,Indrajit,22.447288,88.434866,22.577496,88.40349,tgyzsq,7,3,79
R006068,Champak,22.611109,88.366056,22.520711,88.335741,tunbdu,15,0,105
R006069,Tanmayi,22.585801,88.388905,22.60212,88.462502,tunb7r,15,0,63
